"ensgene","moduleMembership","GS.trait","symbol","chr","description","moduleName"
"ENSMUSG00000041923",0.830269563219418,-0.525948413712657,"Nol4","18","nucleolar protein 4","red"
"ENSMUSG00000044252",0.816873363603182,-0.334418036662929,"Osbpl1a","18","oxysterol binding protein-like 1A","red"
"ENSMUSG00000045912",0.826169697729233,-0.370274912614442,"C2cd4c","10","C2 calcium-dependent domain containing 4C","red"
"ENSMUSG00000046844",0.815411570223625,-0.206130415703589,"Vat1l","8","vesicle amine transport protein 1 like","red"
"ENSMUSG00000048978",0.878418676465446,-0.335937110533025,"Nrsn1","13","neurensin 1","red"
"ENSMUSG00000049100",0.879163145299651,-0.390112825107281,"Pcdh10","3","protocadherin 10","red"
"ENSMUSG00000049556",0.842298388087131,-0.383637011882959,"Lingo1","9","leucine rich repeat and Ig domain containing 1","red"
"ENSMUSG00000050541",0.83676894835502,-0.430335355645094,"Adra1b","11","adrenergic receptor, alpha 1b","red"
"ENSMUSG00000055407",0.840359611266754,-0.456461914141296,"Map6","7","microtubule-associated protein 6","red"
"ENSMUSG00000058013",0.834345680120408,-0.460473255429396,"Septin11","5","septin 11","red"
"ENSMUSG00000069171",0.914585059698568,-0.41304419950719,"Nr2f1","13","nuclear receptor subfamily 2, group F, member 1","red"
"ENSMUSG00000071369",0.80470532794196,-0.417981760996951,"Map3k5","10","mitogen-activated protein kinase kinase kinase 5","red"
"ENSMUSG00000026825",0.830083182258397,-0.248290561549905,"Dnm1","2","dynamin 1","darkturquoise"
"ENSMUSG00000030519",0.814400095953962,-0.221986479323626,"Apba2","7","amyloid beta (A4) precursor protein-binding, family A, member 2","darkturquoise"
"ENSMUSG00000020163",0.810545676015459,0.238698015542929,"Uqcr11","10","ubiquinol-cytochrome c reductase, complex III subunit XI","turquoise"
"ENSMUSG00000020349",0.892407435645966,-0.202352694542724,"Ppp2ca","11","protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform","turquoise"
"ENSMUSG00000024873",0.815961239251359,0.304572130247122,"Cnih2","19","cornichon family AMPA receptor auxiliary protein 2","turquoise"
"ENSMUSG00000038690",0.878365295024556,0.213702547282547,"Atp5j2","5","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F2","turquoise"
"ENSMUSG00000054452",0.802842341299459,0.206437538180241,"Tle5","10","TLE family member 5, transcriptional modulator","turquoise"
"ENSMUSG00000025410",0.821953943487984,-0.388198292185603,"Dctn2","10","dynactin 2","royalblue"
"ENSMUSG00000036398",0.801721092211884,-0.334011880432928,"Ppp1r11","17","protein phosphatase 1, regulatory inhibitor subunit 11","royalblue"
"ENSMUSG00000038619",0.851404002483212,-0.236034821262421,"Ensa","3","endosulfine alpha","darkgrey"
"ENSMUSG00000023781",0.808723491277774,-0.288651988049732,"Hes7","11","hes family bHLH transcription factor 7","yellow"
"ENSMUSG00000029253",0.852021312136104,-0.21980523789584,"Cenpc1","5","centromere protein C1","yellow"
"ENSMUSG00000061798",0.813823033083647,-0.290111682710528,"Olfr1204","2","olfactory receptor 1204","yellow"
"ENSMUSG00000069892",0.904442162542102,-0.254499723536794,"9930111J21Rik2","11","RIKEN cDNA 9930111J21 gene 2","yellow"
"ENSMUSG00000090619",0.910487013114547,-0.226934115287337,"Vmn2r60","7","vomeronasal 2, receptor 60","yellow"
"ENSMUSG00000094892",0.859549392722947,-0.216011423882395,"Vmn2r101","17","vomeronasal 2, receptor 101","yellow"
"ENSMUSG00000111269",0.873624212986804,-0.20237363006109,"Gm47933","9","predicted gene, 47933","yellow"
"ENSMUSG00000111917",0.803695890940791,-0.22751969938633,"Gm48793","12","predicted gene, 48793","yellow"
"ENSMUSG00000112122",0.919377623585659,-0.219341633281504,"Gm47628","10","predicted gene, 47628","yellow"
"ENSMUSG00000113004",0.944241767643476,-0.259893593277227,"Gm47951","13","predicted gene, 47951","yellow"
"ENSMUSG00000114257",0.835887084664935,-0.259563960772673,NA,NA,NA,"yellow"
"ENSMUSG00000117148",0.903425587767754,-0.21066666980134,"Vmn1r229","17","vomeronasal 1 receptor 229","yellow"
"ENSMUSG00000118318",0.859604051507835,-0.216251695931523,"Vmn1r183","7","vomeronasal 1 receptor 183","yellow"
"ENSMUSG00000000805",0.897380291285564,-0.387491510724619,"Car4","11","carbonic anhydrase 4","black"
"ENSMUSG00000003949",0.8542913347585,-0.350207201522685,"Hlf","11","hepatic leukemia factor","black"
"ENSMUSG00000008763",0.835196862433217,-0.379252027161546,"Man1a2","3","mannosidase, alpha, class 1A, member 2","black"
"ENSMUSG00000021708",0.898493452283081,-0.223778880256648,"Rasgrf2","13","RAS protein-specific guanine nucleotide-releasing factor 2","black"
"ENSMUSG00000022656",0.950846075925789,-0.336490848624649,"Nectin3","16","nectin cell adhesion molecule 3","black"
"ENSMUSG00000023046",0.893187050445635,-0.323526779096476,"Igfbp6","15","insulin-like growth factor binding protein 6","black"
"ENSMUSG00000023886",0.860271224902684,-0.249806674746537,"Smoc2","17","SPARC related modular calcium binding 2","black"
"ENSMUSG00000024008",0.916857562027179,-0.383510278473726,"Cpne5","17","copine V","black"
"ENSMUSG00000024921",0.807792833845765,-0.290440272242459,"Smarca2","19","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2","black"
"ENSMUSG00000025221",0.811463617494152,-0.347763638834081,"Kcnip2","19","Kv channel-interacting protein 2","black"
"ENSMUSG00000025795",0.834414887025725,-0.412827277972719,"Rassf3","10","Ras association (RalGDS/AF-6) domain family member 3","black"
"ENSMUSG00000026335",0.921939751894569,-0.413886612573519,"Pam","1","peptidylglycine alpha-amidating monooxygenase","black"
"ENSMUSG00000026527",0.807313402010692,-0.316762741836058,"Rgs7","1","regulator of G protein signaling 7","black"
"ENSMUSG00000027296",0.809168974607097,-0.369842966741355,"Itpka","2","inositol 1,4,5-trisphosphate 3-kinase A","black"
"ENSMUSG00000032355",0.879714914262715,-0.453366509851501,"Mlip","9","muscular LMNA-interacting protein","black"
"ENSMUSG00000032470",0.858646820378043,-0.269847740198674,"Mras","9","muscle and microspikes RAS","black"
"ENSMUSG00000032503",0.879050441543036,-0.371214660081509,"Arpp21","9","cyclic AMP-regulated phosphoprotein, 21","black"
"ENSMUSG00000032532",0.8183199567713,-0.355463682671583,"Cck","9","cholecystokinin","black"
"ENSMUSG00000032564",0.82078054881749,-0.340669195683087,"Cpne4","9","copine IV","black"
"ENSMUSG00000032609",0.829811152405856,-0.344997403194637,"Klhdc8b","9","kelch domain containing 8B","black"
"ENSMUSG00000033910",0.877363049490256,-0.430809562369258,"Gucy1a1","3","guanylate cyclase 1, soluble, alpha 1","black"
"ENSMUSG00000035283",0.906521170560296,-0.345684050223765,"Adrb1","19","adrenergic receptor, beta 1","black"
"ENSMUSG00000036533",0.870183109492987,-0.452641393161723,"Cdc42ep3","17","CDC42 effector protein (Rho GTPase binding) 3","black"
"ENSMUSG00000038305",0.829052253411293,-0.255986859951197,"Spats2l","1","spermatogenesis associated, serine-rich 2-like","black"
"ENSMUSG00000040183",0.877767142845648,-0.256268436762298,"Ankrd6","4","ankyrin repeat domain 6","black"
"ENSMUSG00000042589",0.945360695242161,-0.323983620623372,"Cux2","5","cut-like homeobox 2","black"
"ENSMUSG00000043439",0.803890431277235,-0.486619688711374,"Epop","11","elongin BC and polycomb repressive complex 2 associated protein","black"
"ENSMUSG00000043857",0.855597309479788,-0.297522650047296,"Mgat5b","11","mannoside acetylglucosaminyltransferase 5, isoenzyme B","black"
"ENSMUSG00000047205",0.882709838852376,-0.269070614660477,"Dusp18","11","dual specificity phosphatase 18","black"
"ENSMUSG00000050248",0.859916511735896,-0.223368033431455,"Evc2","5","EvC ciliary complex subunit 2","black"
"ENSMUSG00000050271",0.823668722780674,-0.322165389511262,"Prag1","8","PEAK1 related kinase activating pseudokinase 1","black"
"ENSMUSG00000051146",0.85181857596733,-0.250939954022516,"Camk2n2","16","calcium/calmodulin-dependent protein kinase II inhibitor 2","black"
"ENSMUSG00000051401",0.848438121351478,-0.49297455771114,"Kctd16","18","potassium channel tetramerisation domain containing 16","black"
"ENSMUSG00000053141",0.834363409230456,-0.301254535778633,"Ptprt","2","protein tyrosine phosphatase, receptor type, T","black"
"ENSMUSG00000056158",0.872640839859328,-0.402731656042248,"Car10","11","carbonic anhydrase 10","black"
"ENSMUSG00000062372",0.829083023438123,-0.345179509515206,"Otof","5","otoferlin","black"
"ENSMUSG00000066189",0.866788619130542,-0.328784188365914,"Cacng3","7","calcium channel, voltage-dependent, gamma subunit 3","black"
"ENSMUSG00000068735",0.864516116039805,-0.217170258392705,"Trp53i11","2","transformation related protein 53 inducible protein 11","black"
"ENSMUSG00000090061",0.887086881860374,-0.429566287968256,"Nwd2","5","NACHT and WD repeat domain containing 2","black"
"ENSMUSG00000018340",0.861702690864063,0.290719127644245,"Anxa6","11","annexin A6","pink"
"ENSMUSG00000019880",0.825702932725167,0.375025997477019,"Rspo3","10","R-spondin 3","pink"
"ENSMUSG00000020475",0.842285733753986,0.21442118710573,"Pgam2","11","phosphoglycerate mutase 2","pink"
"ENSMUSG00000023942",0.800497144028061,0.400528221410684,"Slc29a1","17","solute carrier family 29 (nucleoside transporters), member 1","pink"
"ENSMUSG00000025060",0.815135262279631,0.372461737236322,"Slk","19","STE20-like kinase","pink"
"ENSMUSG00000027971",0.896708198486599,0.234488619917102,"Ndst4","3","N-deacetylase/N-sulfotransferase (heparin glucosaminyl) 4","pink"
"ENSMUSG00000029669",0.803137525962978,0.390015200281451,"Tspan12","6","tetraspanin 12","pink"
"ENSMUSG00000030226",0.878073647778405,0.471524838297866,"Lmo3","6","LIM domain only 3","pink"
"ENSMUSG00000031557",0.934439071457543,0.485028565516001,"Plekha2","8","pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 2","pink"
"ENSMUSG00000031618",0.895672779802369,0.403924289470556,"Nr3c2","8","nuclear receptor subfamily 3, group C, member 2","pink"
"ENSMUSG00000032261",0.83835117784169,0.480751236352678,"Sh3bgrl2","9","SH3 domain binding glutamic acid-rich protein like 2","pink"
"ENSMUSG00000033060",0.847851386842754,0.24619878298747,"Lmo7","14","LIM domain only 7","pink"
"ENSMUSG00000033717",0.942226285920231,0.425060576137788,"Adra2a","19","adrenergic receptor, alpha 2a","pink"
"ENSMUSG00000035168",0.905338292268364,0.434929235042957,"Tanc1","2","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1","pink"
"ENSMUSG00000040105",0.802393547570395,0.235651034216953,"Plpp6","19","phospholipid phosphatase 6","pink"
"ENSMUSG00000043456",0.833599501839013,0.355177943802607,"Zfp536","7","zinc finger protein 536","pink"
"ENSMUSG00000044071",0.913510386437633,0.301028689381343,"Tafa2","10","TAFA chemokine like family member 2","pink"
"ENSMUSG00000046442",0.850827035776442,0.366975791957349,"Ppm1e","11","protein phosphatase 1E (PP2C domain containing)","pink"
"ENSMUSG00000047714",0.91209236946173,0.211775165626249,"Ppp1r2","16","protein phosphatase 1, regulatory inhibitor subunit 2","pink"
"ENSMUSG00000048240",0.836235846570919,0.390654854900251,"Gng7","10","guanine nucleotide binding protein (G protein), gamma 7","pink"
"ENSMUSG00000049001",0.90297287473982,0.543607792736958,"Ndnf","6","neuron-derived neurotrophic factor","pink"
"ENSMUSG00000050965",0.828697388880468,0.334222760181934,"Prkca","11","protein kinase C, alpha","pink"
"ENSMUSG00000054364",0.854916591651272,0.204168894655022,"Rhob","12","ras homolog family member B","pink"
"ENSMUSG00000063632",0.843907095077633,0.289331315903734,"Sox11","12","SRY (sex determining region Y)-box 11","pink"
"ENSMUSG00000006782",0.897844660766197,0.345278255854581,"Cnp","11","2',3'-cyclic nucleotide 3' phosphodiesterase","greenyellow"
"ENSMUSG00000013523",0.916342723274495,0.41519930626533,"Bcas1","2","brain enriched myelin associated protein 1","greenyellow"
"ENSMUSG00000015806",0.846126737916572,0.380004555367897,"Qdpr","5","quinoid dihydropteridine reductase","greenyellow"
"ENSMUSG00000020023",0.858099124143781,0.47816618957241,"Tmcc3","10","transmembrane and coiled coil domains 3","greenyellow"
"ENSMUSG00000020486",0.838887560237535,0.353356331268838,"Septin4","11","septin 4","greenyellow"
"ENSMUSG00000026830",0.888590559336528,0.365121989727374,"Ermn","2","ermin, ERM-like protein","greenyellow"
"ENSMUSG00000027375",0.933417490779299,0.304704124370173,"Mal","2","myelin and lymphocyte protein, T cell differentiation protein","greenyellow"
"ENSMUSG00000027849",0.806709391258258,0.40807145927404,"Syt6","3","synaptotagmin VI","greenyellow"
"ENSMUSG00000027858",0.802882442406997,0.20411571983037,"Tspan2","3","tetraspanin 2","greenyellow"
"ENSMUSG00000029819",0.847106262865545,0.520715515396264,"Npy","6","neuropeptide Y","greenyellow"
"ENSMUSG00000031425",0.957973909575416,0.377338097855396,"Plp1","X","proteolipid protein (myelin) 1","greenyellow"
"ENSMUSG00000032517",0.952809219493947,0.41405193460022,"Mobp","9","myelin-associated oligodendrocytic basic protein","greenyellow"
"ENSMUSG00000032554",0.833287882056593,0.27026484385608,"Trf","9","transferrin","greenyellow"
"ENSMUSG00000032854",0.87182351567967,0.405812318516682,"Ugt8a","3","UDP galactosyltransferase 8A","greenyellow"
"ENSMUSG00000036634",0.835176027086762,0.33842577086684,"Mag","7","myelin-associated glycoprotein","greenyellow"
"ENSMUSG00000037166",0.866111485278978,0.307002886591833,"Ppp1r14a","7","protein phosphatase 1, regulatory inhibitor subunit 14A","greenyellow"
"ENSMUSG00000037625",0.87791622889144,0.224455242694611,"Cldn11","3","claudin 11","greenyellow"
"ENSMUSG00000038668",0.809058692395881,0.363020456373586,"Lpar1","4","lysophosphatidic acid receptor 1","greenyellow"
"ENSMUSG00000040258",0.821018336950284,0.443580997503934,"Nxph4","10","neurexophilin 4","greenyellow"
"ENSMUSG00000041607",0.915342779954401,0.341068317069425,"Mbp","18","myelin basic protein","greenyellow"
"ENSMUSG00000061762",0.830781812678453,0.596909492219079,"Tac1","6","tachykinin 1","greenyellow"
"ENSMUSG00000076439",0.880485255331889,0.340219720981348,"Mog","17","myelin oligodendrocyte glycoprotein","greenyellow"
"ENSMUSG00000014725",0.816438381401518,-0.202950015158649,"Adam28","14","a disintegrin and metallopeptidase domain 28","blue"
"ENSMUSG00000021774",0.801272073712845,-0.234430911410784,"Ube2e1","14","ubiquitin-conjugating enzyme E2E 1","blue"
"ENSMUSG00000028427",0.85255297270394,-0.315122729985766,"Aqp7","4","aquaporin 7","blue"
"ENSMUSG00000033446",0.839028314236732,-0.275520238539126,"Lpar6","14","lysophosphatidic acid receptor 6","blue"
"ENSMUSG00000039153",0.855883134860145,-0.423218413335466,"Runx2","17","runt related transcription factor 2","blue"
"ENSMUSG00000042104",0.80965576857038,-0.23786166562161,"Uggt2","14","UDP-glucose glycoprotein glucosyltransferase 2","blue"
"ENSMUSG00000043467",0.871686030041489,-0.250383572636496,"Zbtb37","1","zinc finger and BTB domain containing 37","blue"
"ENSMUSG00000051235",0.807370343713694,-0.23172865347023,"Gen1","12","GEN1, Holliday junction 5' flap endonuclease","blue"
"ENSMUSG00000053134",0.841114625489569,-0.304472277275693,"Supt7l","5","SPT7-like, STAGA complex gamma subunit","blue"
"ENSMUSG00000066820",0.816062212954891,-0.272419425188685,"Vmn2r28","7","vomeronasal 2, receptor 28","blue"
"ENSMUSG00000083587",0.828963369074592,-0.243175307126882,"Gm14741","X","predicted gene 14741","blue"
"ENSMUSG00000092111",0.824202193253314,-0.238574040261659,"Vmn2r113","17","vomeronasal 2, receptor 113","blue"
"ENSMUSG00000098905",0.864012582072164,-0.230389475614869,"Zfp953","13","zinc finger protein 953","blue"
"ENSMUSG00000028879",0.802583583152714,-0.356978586398055,"Stx12","4","syntaxin 12","green"
