"ensgene","moduleMembership","GS.trait","symbol","chr","description","moduleName"
"ENSMUSG00000021577",0.882402185198692,-0.251509305057262,"Sdha","13","succinate dehydrogenase complex, subunit A, flavoprotein (Fp)","turquoise"
"ENSMUSG00000021660",0.867245125956234,-0.303550871014396,"Btf3","13","basic transcription factor 3","turquoise"
"ENSMUSG00000021771",0.838988680583669,-0.230820637543475,"Vdac2","14","voltage-dependent anion channel 2","turquoise"
"ENSMUSG00000021996",0.915233519357421,-0.252990428592684,"Esd","14","esterase D/formylglutathione hydrolase","turquoise"
"ENSMUSG00000022551",0.804464586951472,-0.241256170425975,"Cyc1","15","cytochrome c-1","turquoise"
"ENSMUSG00000024359",0.819043653419379,-0.270060845871218,"Hspa9","18","heat shock protein 9","turquoise"
"ENSMUSG00000024844",0.812039994553876,-0.416265752034304,"Banf1","19","BAF nuclear assembly factor 1","turquoise"
"ENSMUSG00000024914",0.824836781041339,-0.262662040966009,"Drap1","19","Dr1 associated protein 1 (negative cofactor 2 alpha)","turquoise"
"ENSMUSG00000024953",0.841277965609006,-0.219451479859078,"Prdx5","19","peroxiredoxin 5","turquoise"
"ENSMUSG00000025190",0.807780817158817,-0.238817747717173,"Got1","19","glutamic-oxaloacetic transaminase 1, soluble","turquoise"
"ENSMUSG00000025228",0.847746801943205,-0.400207943049981,"Actr1a","19","ARP1 actin-related protein 1A, centractin alpha","turquoise"
"ENSMUSG00000025428",0.887614863888191,-0.223324480052065,"Atp5a1","18","ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1","turquoise"
"ENSMUSG00000026032",0.91193741800423,-0.314361989103761,"Ndufb3","1","NADH:ubiquinone oxidoreductase subunit B3","turquoise"
"ENSMUSG00000026603",0.823865256649459,-0.473957547881357,"Smyd2","1","SET and MYND domain containing 2","turquoise"
"ENSMUSG00000026750",0.821344760190569,-0.398819659599323,"Psmb7","2","proteasome (prosome, macropain) subunit, beta type 7","turquoise"
"ENSMUSG00000026849",0.800516752479053,-0.458926900053599,"Tor1a","2","torsin family 1, member A (torsin A)","turquoise"
"ENSMUSG00000027500",0.819443064163395,-0.341209596856618,"Stmn2","3","stathmin-like 2","turquoise"
"ENSMUSG00000027523",0.815384495704221,-0.243103861790162,"Gnas","2","GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus","turquoise"
"ENSMUSG00000028367",0.813916765699196,-0.446369367394946,"Txn1","4","thioredoxin 1","turquoise"
"ENSMUSG00000028419",0.805485250090241,-0.295125179540817,"Chmp5","4","charged multivesicular body protein 5","turquoise"
"ENSMUSG00000028484",0.829081553800187,-0.590489530113558,"Psip1","4","PC4 and SFRS1 interacting protein 1","turquoise"
"ENSMUSG00000028843",0.893544673353328,-0.395055864864927,"Sh3bgrl3","4","SH3 domain binding glutamic acid-rich protein-like 3","turquoise"
"ENSMUSG00000028945",0.887164304504963,-0.508607884779811,"Rheb","5","Ras homolog enriched in brain","turquoise"
"ENSMUSG00000028998",0.909984736686683,-0.3055355340803,"Tomm7","5","translocase of outer mitochondrial membrane 7","turquoise"
"ENSMUSG00000029103",0.865874123590787,-0.22274387390208,"Lrpap1","5","low density lipoprotein receptor-related protein associated protein 1","turquoise"
"ENSMUSG00000029430",0.857974148175245,-0.474007829648357,"Ran","5","RAN, member RAS oncogene family","turquoise"
"ENSMUSG00000029911",0.857529349094686,-0.499033676216688,"Ssbp1","6","single-stranded DNA binding protein 1","turquoise"
"ENSMUSG00000029918",0.824891893821198,-0.266288022768561,"Mrps33","6","mitochondrial ribosomal protein S33","turquoise"
"ENSMUSG00000030057",0.830572066997993,-0.342820480306623,"Cnbp","6","cellular nucleic acid binding protein","turquoise"
"ENSMUSG00000030224",0.803629197358149,-0.212878575323183,"Strap","6","serine/threonine kinase receptor associated protein","turquoise"
"ENSMUSG00000030245",0.840873891705609,-0.442126264190322,"Golt1b","6","golgi transport 1B","turquoise"
"ENSMUSG00000030647",0.921095963276672,-0.247769549798184,"Ndufc2","7","NADH:ubiquinone oxidoreductase subunit C2","turquoise"
"ENSMUSG00000030695",0.838014473034671,-0.512538381523402,"Aldoa","7","aldolase A, fructose-bisphosphate","turquoise"
"ENSMUSG00000030842",0.875023635972221,-0.336320061598267,"Lamtor1","7","late endosomal/lysosomal adaptor, MAPK and MTOR activator 1","turquoise"
"ENSMUSG00000030884",0.860572466790623,-0.323453854712994,"Uqcrc2","7","ubiquinol cytochrome c reductase core protein 2","turquoise"
"ENSMUSG00000031432",0.826246515377901,-0.264974487611856,"Prps1","X","phosphoribosyl pyrophosphate synthetase 1","turquoise"
"ENSMUSG00000031517",0.909903651964,-0.467808830042664,"Gpm6a","8","glycoprotein m6a","turquoise"
"ENSMUSG00000031633",0.953814174529551,-0.303216775348726,"Slc25a4","8","solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4","turquoise"
"ENSMUSG00000031839",0.864964918640872,-0.354578253507061,"Hsbp1","8","heat shock factor binding protein 1","turquoise"
"ENSMUSG00000032047",0.833609750447457,-0.227364193151137,"Acat1","9","acetyl-Coenzyme A acetyltransferase 1","turquoise"
"ENSMUSG00000032118",0.805966414193791,-0.22222480660964,"Fez1","9","fasciculation and elongation protein zeta 1 (zygin I)","turquoise"
"ENSMUSG00000032301",0.887568566331184,-0.247657685599356,"Psma4","9","proteasome subunit alpha 4","turquoise"
"ENSMUSG00000032599",0.87596261694726,-0.219448764928574,"Ip6k2","9","inositol hexaphosphate kinase 2","turquoise"
"ENSMUSG00000036751",0.88283634001835,-0.205358473933739,"Cox6b1","7","cytochrome c oxidase, subunit 6B1","turquoise"
"ENSMUSG00000037152",0.832544226791439,-0.323322274792552,"Ndufc1","3","NADH:ubiquinone oxidoreductase subunit C1","turquoise"
"ENSMUSG00000037361",0.822783543079665,-0.23815701991524,"Sf3b6","12","splicing factor 3B, subunit 6","turquoise"
"ENSMUSG00000037747",0.806526711491844,-0.473417729215953,"Phyhipl","10","phytanoyl-CoA hydroxylase interacting protein-like","turquoise"
"ENSMUSG00000038462",0.856997629100958,-0.307398883731419,"Uqcrfs1","13","ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1","turquoise"
"ENSMUSG00000038622",0.865325615785899,-0.488178173032631,"Med30","15","mediator complex subunit 30","turquoise"
"ENSMUSG00000038646",0.83611201855001,-0.361259855236616,"Ramac","7","RNA guanine-7 methyltransferase activating subunit","turquoise"
"ENSMUSG00000039067",0.813080452118613,-0.316008602423838,"Psmd7","8","proteasome (prosome, macropain) 26S subunit, non-ATPase, 7","turquoise"
"ENSMUSG00000042572",0.839807797387362,-0.614715511186539,"Ube2q1","3","ubiquitin-conjugating enzyme E2Q family member 1","turquoise"
"ENSMUSG00000042682",0.884435969250838,-0.302427463579673,"Selenok","14","selenoprotein K","turquoise"
"ENSMUSG00000042737",0.829516812591342,-0.378608868622611,"Dpm3","3","dolichyl-phosphate mannosyltransferase polypeptide 3","turquoise"
"ENSMUSG00000046432",0.945080849322619,-0.462280291953549,"Bex3","X","brain expressed X-linked 3","turquoise"
"ENSMUSG00000048076",0.886334053399294,-0.424507931579696,"Arf1","11","ADP-ribosylation factor 1","turquoise"
"ENSMUSG00000049489",0.823391201168187,-0.551502318568488,"Ccnq","11","cyclin Q","turquoise"
"ENSMUSG00000051185",0.876528858168133,-0.219805319364593,"Fam174a","1","family with sequence similarity 174, member A","turquoise"
"ENSMUSG00000051238",0.800336333083073,-0.235907578436846,"Swsap1","9","SWIM type zinc finger 7 associated protein 1","turquoise"
"ENSMUSG00000054452",0.808309291428871,-0.219787221275104,"Tle5","10","TLE family member 5, transcriptional modulator","turquoise"
"ENSMUSG00000054766",0.856513071738153,-0.377217551808722,"Set","2","SET nuclear oncogene","turquoise"
"ENSMUSG00000062270",0.936798977977105,-0.303749962695318,"Morf4l1","9","mortality factor 4 like 1","turquoise"
"ENSMUSG00000062380",0.844818675010302,-0.54874810222171,"Tubb3","8","tubulin, beta 3 class III","turquoise"
"ENSMUSG00000062825",0.898333039538374,-0.403605678069268,"Actg1","11","actin, gamma, cytoplasmic 1","turquoise"
"ENSMUSG00000062997",0.808303872304322,-0.303209974545127,"Rpl35","2","ribosomal protein L35","turquoise"
"ENSMUSG00000063480",0.817449443626012,-0.351346528710588,"Snu13","15","SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)","turquoise"
"ENSMUSG00000063787",0.84630870967444,-0.236028697346985,"Chchd1","14","coiled-coil-helix-coiled-coil-helix domain containing 1","turquoise"
"ENSMUSG00000071014",0.811073117119184,-0.346593128329028,"Ndufb6","4","NADH:ubiquinone oxidoreductase subunit B6","turquoise"
"ENSMUSG00000071528",0.88833209778287,-0.254492510452469,"Atp5md","19","ATP synthase membrane subunit DAPIT","turquoise"
"ENSMUSG00000071866",0.830675992359652,-0.313584266820568,"Ppia","11","peptidylprolyl isomerase A","turquoise"
"ENSMUSG00000074754",0.836631966929599,-0.308454756134488,"Smim26","2","small integral membrane protein 26","turquoise"
"ENSMUSG00000075706",0.816597224698251,-0.345416034919685,"Gpx4","10","glutathione peroxidase 4","turquoise"
"ENSMUSG00000081534",0.815583248807292,-0.405897481898488,"Slc48a1","15","solute carrier family 48 (heme transporter), member 1","turquoise"
"ENSMUSG00000021587",0.899126110163401,-0.487934645271524,"Pcsk1","13","proprotein convertase subtilisin/kexin type 1","darkturquoise"
"ENSMUSG00000022377",0.802011450079526,-0.308125408266486,"Asap1","15","ArfGAP with SH3 domain, ankyrin repeat and PH domain1","darkturquoise"
"ENSMUSG00000028527",0.839903220739267,-0.531854148220762,"Ak4","4","adenylate kinase 4","darkturquoise"
"ENSMUSG00000030772",0.830483611729065,-0.383889012334007,"Dkk3","7","dickkopf WNT signaling pathway inhibitor 3","darkturquoise"
"ENSMUSG00000038418",0.825627157824246,-0.206522233239862,"Egr1","18","early growth response 1","darkturquoise"
"ENSMUSG00000040543",0.916416006088383,-0.478353629566443,"Pitpnm3","11","PITPNM family member 3","darkturquoise"
"ENSMUSG00000041747",0.827306074991181,-0.276060312796638,"Utp15","13","UTP15 small subunit processome component","darkturquoise"
"ENSMUSG00000042688",0.885068995124633,-0.266211732853471,"Mapk6","9","mitogen-activated protein kinase 6","darkturquoise"
"ENSMUSG00000048874",0.835747992045454,-0.408666817776132,"Phf3","1","PHD finger protein 3","darkturquoise"
"ENSMUSG00000056004",0.819736627287994,-0.35634367795843,"Elapor2","5","endosome-lysosome associated apoptosis and autophagy regulator family member 2","darkturquoise"
"ENSMUSG00000056708",0.852195846092883,-0.263297738480984,"Ier5","1","immediate early response 5","darkturquoise"
"ENSMUSG00000111375",0.853488624072461,-0.270325028149312,"Btbd8","5","BTB (POZ) domain containing 8","darkturquoise"
"ENSMUSG00000027483",0.847309522691089,0.455967142259687,"Bpifa1","2","BPI fold containing family A, member 1","violet"
"ENSMUSG00000041333",0.943457844536572,0.422705423989498,"Mup4","4","major urinary protein 4","violet"
"ENSMUSG00000044121",0.895336317374945,0.420588981458023,"5430402E10Rik","X","RIKEN cDNA 5430402E10 gene","violet"
"ENSMUSG00000062061",0.940160645163393,0.277394067884957,"Obp2a","2","odorant binding protein 2A","violet"
"ENSMUSG00000066583",0.866063156749792,0.250427922089518,"Scgb1b27","7","secretoglobin, family 1B, member 27","violet"
"ENSMUSG00000067679",0.942744698960375,0.414665601933864,"Obp1b","X","odorant binding protein IB","violet"
"ENSMUSG00000067684",0.95376978094655,0.389790789217384,"Obp1a","X","odorant binding protein IA","violet"
"ENSMUSG00000067996",0.893051343212034,0.279892895638473,"Bpifb9b","2","BPI fold containing family B, member 9B","violet"
"ENSMUSG00000069080",0.945331305984103,0.417479972843167,"Lcn11","2","lipocalin 11","violet"
"ENSMUSG00000079522",0.929759458649672,0.391982723605002,"Gm14744","X","predicted gene 14744","violet"
"ENSMUSG00000079539",0.911680600139524,0.479890699073784,"Obp2b","2","odorant binding protein 2B","violet"
"ENSMUSG00000094113",0.910813030531512,0.539751060068761,"5430401F13Rik","6","RIKEN cDNA 5430401F13 gene","violet"
"ENSMUSG00000095577",0.903185140497168,0.273062971464313,"Gm6619","6","predicted gene 6619","violet"
"ENSMUSG00000003271",0.885358278658807,-0.333007959806756,"Sult2b1","7","sulfotransferase family, cytosolic, 2B, member 1","orange"
"ENSMUSG00000021534",0.845927919576431,-0.378743205551791,"1700001L19Rik","13","RIKEN cDNA 1700001L19 gene","orange"
"ENSMUSG00000024517",0.829392922730924,-0.314161234323439,"Grp","18","gastrin releasing peptide","orange"
"ENSMUSG00000027506",0.864498152220274,-0.531583595699021,"Tpd52","3","tumor protein D52","orange"
"ENSMUSG00000028439",0.809673872335151,-0.359069418037244,"Fam219a","4","family with sequence similarity 219, member A","orange"
"ENSMUSG00000028669",0.846184010485654,-0.465064006695198,"Pithd1","4","PITH (C-terminal proteasome-interacting domain of thioredoxin-like) domain containing 1","orange"
"ENSMUSG00000029780",0.861272599843408,-0.345874338043895,"Nt5c3","6","5'-nucleotidase, cytosolic III","orange"
"ENSMUSG00000031428",0.886454264854632,-0.382088452391776,"Zcchc18","X","zinc finger, CCHC domain containing 18","orange"
"ENSMUSG00000034926",0.891842481038284,-0.434556554706793,"Dhcr24","4","24-dehydrocholesterol reductase","orange"
