"ensgene","moduleMembership","GS.trait","symbol","chr","description","moduleName"
"ENSMUSG00000003452",0.815242893619786,0.248874698992454,"Bicd1","6","BICD cargo adaptor 1","red"
"ENSMUSG00000020255",0.977394412426897,0.208446917052853,"Nopchap1","10","NOP protein chaperone 1","red"
"ENSMUSG00000024290",0.865075453212836,0.238577991369163,"Rock1","18","Rho-associated coiled-coil containing protein kinase 1","red"
"ENSMUSG00000025949",0.897205992122847,0.365641922719178,"Pikfyve","1","phosphoinositide kinase, FYVE type zinc finger containing","red"
"ENSMUSG00000028957",0.809420926077029,0.217025219085489,"Per3","4","period circadian clock 3","red"
"ENSMUSG00000032525",0.857950618874208,0.248382491376241,"Nktr","9","natural killer tumor recognition sequence","red"
"ENSMUSG00000035948",0.862483517781111,0.265342399632012,"Acss3","10","acyl-CoA synthetase short-chain family member 3","red"
"ENSMUSG00000039531",0.882895674801096,0.238950867632359,"Zup1","10","zinc finger containing ubiquitin peptidase 1","red"
"ENSMUSG00000051003",0.879424460258749,0.246161217538591,"Olfr161","16","olfactory receptor 161","red"
"ENSMUSG00000052748",0.853196260381293,0.215506301466591,"Swt1","1","SWT1 RNA endoribonuclease homolog (S. cerevisiae)","red"
"ENSMUSG00000052917",0.817007825091495,0.250581078467968,"Senp7","16","SUMO1/sentrin specific peptidase 7","red"
"ENSMUSG00000062553",0.808211984923463,0.285387103660984,"Olfr709-ps1","7","olfactory receptor 709, pseudogene 1","red"
"ENSMUSG00000066760",0.84050714596734,0.339170157176628,"Psg16","7","pregnancy specific glycoprotein 16","red"
"ENSMUSG00000070458",0.866962996732903,0.332712198694593,"Vmn2r73","7","vomeronasal 2, receptor 73","red"
"ENSMUSG00000070855",0.861517115197311,0.35016277373064,"Olfr1116","2","olfactory receptor 1116","red"
"ENSMUSG00000075081",0.877552681568464,0.304513796944324,"Olfr1247","2","olfactory receptor 1247","red"
"ENSMUSG00000078808",0.847484246059882,0.276743483667284,"Vmn1r58","7","vomeronasal 1 receptor 58","red"
"ENSMUSG00000090362",0.932129988789403,0.241727940153325,"Vmn2r79","7","vomeronasal 2, receptor 79","red"
"ENSMUSG00000091407",0.849006850170857,0.27717574028865,"Vmn2r117","17","vomeronasal 2, receptor 117","red"
"ENSMUSG00000091879",0.845099247118633,0.27274068506823,"Vmn2r17","5","vomeronasal 2, receptor 17","red"
"ENSMUSG00000093942",0.871328111938935,0.267862204278092,"Olfr46","7","olfactory receptor 46","red"
"ENSMUSG00000096822",0.820355065784273,0.22987102973506,"Olfr344","2","olfactory receptor 344","red"
"ENSMUSG00000108218",0.805751609269789,0.333681985048261,"Olfr1372-ps1","11","olfactory receptor 1372, pseudogene 1","red"
