"ensgene","moduleMembership","GS.trait","symbol","chr","description","moduleName"
"ENSMUSG00000055407",0.819360616861671,0.435073902256271,"Map6","7","microtubule-associated protein 6 [Source:MGI Symbol;Acc:MGI:1201690]","red"
"ENSMUSG00000057561",0.835673127445653,0.49908097925757,"Eif1a","18","eukaryotic translation initiation factor 1A [Source:MGI Symbol;Acc:MGI:95298]","red"
"ENSMUSG00000072966",0.896454078616503,0.409623427599447,"Gprasp2","X","G protein-coupled receptor associated sorting protein 2 [Source:MGI Symbol;Acc:MGI:2442071]","red"
"ENSMUSG00000000247",0.835440798694059,-0.22860309242176,"Lhx2","2","LIM homeobox protein 2 [Source:MGI Symbol;Acc:MGI:96785]","magenta"
"ENSMUSG00000001911",0.860927280096943,-0.259684444206793,"Nfix","8","nuclear factor I/X [Source:MGI Symbol;Acc:MGI:97311]","magenta"
"ENSMUSG00000005583",0.898548859602662,-0.320993662842583,"Mef2c","13","myocyte enhancer factor 2C [Source:MGI Symbol;Acc:MGI:99458]","magenta"
"ENSMUSG00000006476",0.946546999977381,-0.362887520772959,"Nsmf","2","NMDA receptor synaptonuclear signaling and neuronal migration factor [Source:MGI Symbol;Acc:MGI:1861755]","magenta"
"ENSMUSG00000008575",0.938483733926217,-0.299552662239518,"Nfib","4","nuclear factor I/B [Source:MGI Symbol;Acc:MGI:103188]","magenta"
"ENSMUSG00000015568",0.831179959864556,-0.399812377841475,"Lpl","8","lipoprotein lipase [Source:MGI Symbol;Acc:MGI:96820]","magenta"
"ENSMUSG00000020061",0.870264442474134,-0.324506687281985,"Mybpc1","10","myosin binding protein C, slow-type [Source:MGI Symbol;Acc:MGI:1336213]","magenta"
"ENSMUSG00000020431",0.926410938994536,-0.22357198006177,"Adcy1","11","adenylate cyclase 1 [Source:MGI Symbol;Acc:MGI:99677]","magenta"
"ENSMUSG00000021559",0.898043718459331,-0.453087043900572,"Dapk1","13","death associated protein kinase 1 [Source:MGI Symbol;Acc:MGI:1916885]","magenta"
"ENSMUSG00000021743",0.853249823658085,-0.410595443909928,"Fezf2","14","Fez family zinc finger 2 [Source:MGI Symbol;Acc:MGI:1859823]","magenta"
"ENSMUSG00000022180",0.805355823926769,-0.50017759840483,"Slc7a8","14","solute carrier family 7 (cationic amino acid transporter, y+ system), member 8 [Source:MGI Symbol;Acc:MGI:1355323]","magenta"
"ENSMUSG00000022206",0.811529697303482,-0.205769276213283,"Npr3","15","natriuretic peptide receptor 3 [Source:MGI Symbol;Acc:MGI:97373]","magenta"
"ENSMUSG00000022421",0.896358630686526,-0.223431592700481,"Nptxr","15","neuronal pentraxin receptor [Source:MGI Symbol;Acc:MGI:1920590]","magenta"
"ENSMUSG00000024456",0.835219311805732,-0.297639251148007,"Diaph1","18","diaphanous related formin 1 [Source:MGI Symbol;Acc:MGI:1194490]","magenta"
"ENSMUSG00000027287",0.834957983571196,-0.310366871650618,"Snap23","2","synaptosomal-associated protein 23 [Source:MGI Symbol;Acc:MGI:109356]","magenta"
"ENSMUSG00000029673",0.857615295269003,-0.356219884738486,"Auts2","5","autism susceptibility candidate 2 [Source:MGI Symbol;Acc:MGI:1919847]","magenta"
"ENSMUSG00000030465",0.89722421658419,-0.272270427062692,"Psd3","8","pleckstrin and Sec7 domain containing 3 [Source:MGI Symbol;Acc:MGI:1918215]","magenta"
"ENSMUSG00000032373",0.892209363231356,-0.489623661600277,"Car12","9","carbonic anhydrase 12 [Source:MGI Symbol;Acc:MGI:1923709]","magenta"
"ENSMUSG00000033530",0.831336899791467,-0.311858225371217,"Ttc7b","12","tetratricopeptide repeat domain 7B [Source:MGI Symbol;Acc:MGI:2144724]","magenta"
"ENSMUSG00000035168",0.813135118549281,-0.24971156388591,"Tanc1","2","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1 [Source:MGI Symbol;Acc:MGI:1914110]","magenta"
"ENSMUSG00000035357",0.835970088490645,-0.235620788604084,"Pdzrn3","6","PDZ domain containing RING finger 3 [Source:MGI Symbol;Acc:MGI:1933157]","magenta"
"ENSMUSG00000036304",0.815246770994313,-0.275111237637885,"Zdhhc23","16","zinc finger, DHHC domain containing 23 [Source:MGI Symbol;Acc:MGI:2685625]","magenta"
"ENSMUSG00000038894",0.823124410801203,-0.355144909831447,"Irs2","8","insulin receptor substrate 2 [Source:MGI Symbol;Acc:MGI:109334]","magenta"
"ENSMUSG00000040640",0.941200753492535,-0.410673009380232,"Erc2","14","ELKS/RAB6-interacting/CAST family member 2 [Source:MGI Symbol;Acc:MGI:1098749]","magenta"
"ENSMUSG00000041703",0.815049599910576,-0.293921690201681,"Zic5","14","zinc finger protein of the cerebellum 5 [Source:MGI Symbol;Acc:MGI:1929518]","magenta"
"ENSMUSG00000045287",0.822744560496046,-0.224329639345,"Rtn4rl1","11","reticulon 4 receptor-like 1 [Source:MGI Symbol;Acc:MGI:2661375]","magenta"
"ENSMUSG00000045733",0.857326749474563,-0.2007153625122,"Sprn","7","shadow of prion protein [Source:MGI Symbol;Acc:MGI:3582583]","magenta"
"ENSMUSG00000052373",0.887724518353505,-0.330751080109094,"Mpp3","11","membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3) [Source:MGI Symbol;Acc:MGI:1328354]","magenta"
"ENSMUSG00000053477",0.825901793440117,-0.315586675814098,"Tcf4","18","transcription factor 4 [Source:MGI Symbol;Acc:MGI:98506]","magenta"
"ENSMUSG00000058756",0.867449142305917,-0.271534622009831,"Thra","11","thyroid hormone receptor alpha [Source:MGI Symbol;Acc:MGI:98742]","magenta"
"ENSMUSG00000063358",0.895233471382328,-0.215155734214538,"Mapk1","16","mitogen-activated protein kinase 1 [Source:MGI Symbol;Acc:MGI:1346858]","magenta"
"ENSMUSG00000064201",0.833498865343732,-0.391614265885468,"Krt2","15","keratin 2 [Source:MGI Symbol;Acc:MGI:96699]","magenta"
"ENSMUSG00000079056",0.849871580654851,-0.234752011954766,"Kcnip3","2","Kv channel interacting protein 3, calsenilin [Source:MGI Symbol;Acc:MGI:1929258]","magenta"
"ENSMUSG00000091243",0.870509093840247,-0.238825423077691,"Vgll3","16","vestigial like family member 3 [Source:MGI Symbol;Acc:MGI:1920819]","magenta"
"ENSMUSG00000000632",0.871160773390627,-0.399333422657929,"Sez6","11","seizure related gene 6 [Source:MGI Symbol;Acc:MGI:104745]","pink"
"ENSMUSG00000001056",0.851581631501827,-0.501049031991958,"Nhp2","11","NHP2 ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1098547]","pink"
"ENSMUSG00000003949",0.886945245949578,-0.311124487683597,"Hlf","11","hepatic leukemia factor [Source:MGI Symbol;Acc:MGI:96108]","pink"
"ENSMUSG00000020823",0.916671026490476,-0.349567434634024,"Sec14l1","11","SEC14-like lipid binding 1 [Source:MGI Symbol;Acc:MGI:1921386]","pink"
"ENSMUSG00000021360",0.813652889814797,-0.300890544312677,"Gcnt2","13","glucosaminyl (N-acetyl) transferase 2, I-branching enzyme [Source:MGI Symbol;Acc:MGI:1100870]","pink"
"ENSMUSG00000022237",0.839797171725034,-0.401198627091824,"Ankrd33b","15","ankyrin repeat domain 33B [Source:MGI Symbol;Acc:MGI:1917904]","pink"
"ENSMUSG00000022756",0.859777169433774,-0.373004589784221,"Slc7a4","16","solute carrier family 7 (cationic amino acid transporter, y+ system), member 4 [Source:MGI Symbol;Acc:MGI:2146512]","pink"
"ENSMUSG00000023019",0.829752518788138,-0.346681324099482,"Gpd1","15","glycerol-3-phosphate dehydrogenase 1 (soluble) [Source:MGI Symbol;Acc:MGI:95679]","pink"
"ENSMUSG00000025795",0.81458569471587,-0.234631698585284,"Rassf3","10","Ras association (RalGDS/AF-6) domain family member 3 [Source:MGI Symbol;Acc:MGI:2179722]","pink"
"ENSMUSG00000026090",0.862012051531069,-0.411662547535487,"2010300C02Rik","1","RIKEN cDNA 2010300C02 gene [Source:MGI Symbol;Acc:MGI:1919347]","pink"
"ENSMUSG00000026853",0.823659467991003,-0.503056920408455,"Crat","2","carnitine acetyltransferase [Source:MGI Symbol;Acc:MGI:109501]","pink"
"ENSMUSG00000028059",0.86144971818528,-0.282953708907169,"Arhgef2","3","rho/rac guanine nucleotide exchange factor (GEF) 2 [Source:MGI Symbol;Acc:MGI:103264]","pink"
"ENSMUSG00000028278",0.839991607408465,-0.328648219749164,"Rragd","4","Ras-related GTP binding D [Source:MGI Symbol;Acc:MGI:1098604]","pink"
"ENSMUSG00000029359",0.810605819434403,-0.442243548036885,"Tesc","5","tescalcin [Source:MGI Symbol;Acc:MGI:1930803]","pink"
"ENSMUSG00000029471",0.857850944352945,-0.320254846703097,"Camkk2","5","calcium/calmodulin-dependent protein kinase kinase 2, beta [Source:MGI Symbol;Acc:MGI:2444812]","pink"
"ENSMUSG00000030350",0.840239064646234,-0.305050185763044,"Prmt8","6","protein arginine N-methyltransferase 8 [Source:MGI Symbol;Acc:MGI:3043083]","pink"
"ENSMUSG00000030930",0.802762900396429,-0.435418421651579,"Chst15","7","carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15 [Source:MGI Symbol;Acc:MGI:1924840]","pink"
"ENSMUSG00000031309",0.813566809540675,-0.366995287831255,"Rps6ka3","X","ribosomal protein S6 kinase polypeptide 3 [Source:MGI Symbol;Acc:MGI:104557]","pink"
"ENSMUSG00000031906",0.832412730996245,-0.550964152824346,"Smpd3","8","sphingomyelin phosphodiesterase 3, neutral [Source:MGI Symbol;Acc:MGI:1927578]","pink"
"ENSMUSG00000032010",0.916380432888507,-0.378326525896086,"Usp2","9","ubiquitin specific peptidase 2 [Source:MGI Symbol;Acc:MGI:1858178]","pink"
"ENSMUSG00000032966",0.809683649708723,-0.37775598981576,"Fkbp1a","2","FK506 binding protein 1a [Source:MGI Symbol;Acc:MGI:95541]","pink"
"ENSMUSG00000033805",0.890423523653116,-0.256476074788043,"Ephx4","5","epoxide hydrolase 4 [Source:MGI Symbol;Acc:MGI:2686228]","pink"
"ENSMUSG00000033863",0.802311707360439,-0.265771978345976,"Klf9","19","Kruppel-like factor 9 [Source:MGI Symbol;Acc:MGI:1333856]","pink"
"ENSMUSG00000037972",0.866008396862311,-0.307047368412546,"Snn","16","stannin [Source:MGI Symbol;Acc:MGI:1276549]","pink"
"ENSMUSG00000038115",0.834097808608138,-0.467950818694513,"Ano2","6","anoctamin 2 [Source:MGI Symbol;Acc:MGI:2387214]","pink"
"ENSMUSG00000041468",0.862339297672765,-0.37226015813703,"Gpr12","5","G-protein coupled receptor 12 [Source:MGI Symbol;Acc:MGI:101909]","pink"
"ENSMUSG00000042604",0.830857089562852,-0.282028869172456,"Kcna4","2","potassium voltage-gated channel, shaker-related subfamily, member 4 [Source:MGI Symbol;Acc:MGI:96661]","pink"
"ENSMUSG00000043683",0.838493900441246,-0.437681534771027,"Fem1a","17","feminization 1 homolog a (C. elegans) [Source:MGI Symbol;Acc:MGI:1335089]","pink"
"ENSMUSG00000048076",0.846198776039533,-0.338579053862527,"Arf1","11","ADP-ribosylation factor 1 [Source:MGI Symbol;Acc:MGI:99431]","pink"
"ENSMUSG00000048251",0.924123876224609,-0.446324591100682,"Bcl11b","12","B cell leukemia/lymphoma 11B [Source:MGI Symbol;Acc:MGI:1929913]","pink"
"ENSMUSG00000048458",0.859275213725295,-0.507394468905637,"Fam212b","3","family with sequence similarity 212, member B [Source:MGI Symbol;Acc:MGI:1923497]","pink"
"ENSMUSG00000054808",0.885394023850954,-0.42678642438043,"Actn4","7","actinin alpha 4 [Source:MGI Symbol;Acc:MGI:1890773]","pink"
"ENSMUSG00000055805",0.859849531854941,-0.303408571843207,"Fmnl1","11","formin-like 1 [Source:MGI Symbol;Acc:MGI:1888994]","pink"
"ENSMUSG00000056486",0.844488269620154,-0.211082574868412,"Chn1","2","chimerin 1 [Source:MGI Symbol;Acc:MGI:1915674]","pink"
"ENSMUSG00000060950",0.802244692185697,-0.278504486640575,"Trmt61a","12","tRNA methyltransferase 61A [Source:MGI Symbol;Acc:MGI:2443487]","pink"
"ENSMUSG00000061751",0.825636996944528,-0.375336931409296,"Kalrn","16","kalirin, RhoGEF kinase [Source:MGI Symbol;Acc:MGI:2685385]","pink"
"ENSMUSG00000069631",0.824975955570159,-0.214756524155646,"Strada","11","STE20-related kinase adaptor alpha [Source:MGI Symbol;Acc:MGI:1919399]","pink"
"ENSMUSG00000071454",0.803344619906542,-0.591291361560572,"Dtnb","12","dystrobrevin, beta [Source:MGI Symbol;Acc:MGI:1203728]","pink"
"ENSMUSG00000079003",0.926330450617653,-0.312615336131484,"Samd1","8","sterile alpha motif domain containing 1 [Source:MGI Symbol;Acc:MGI:2142433]","pink"
"ENSMUSG00000086040",0.865303731723355,-0.472254521313259,"Wipf3","6","WAS/WASL interacting protein family, member 3 [Source:MGI Symbol;Acc:MGI:3044681]","pink"
"ENSMUSG00000089809",0.904821458472015,-0.382602369479825,"Rasgef1b","5","RasGEF domain family, member 1B [Source:MGI Symbol;Acc:MGI:2443755]","pink"
"ENSMUSG00000000826",0.918065177268235,0.459119243221869,"Dnajc5","2","DnaJ heat shock protein family (Hsp40) member C5 [Source:MGI Symbol;Acc:MGI:892995]","brown"
"ENSMUSG00000001472",0.865135758732475,0.263326415437722,"Tcf25","8","transcription factor 25 (basic helix-loop-helix) [Source:MGI Symbol;Acc:MGI:1914105]","brown"
"ENSMUSG00000001525",0.847365290240895,0.31167836697651,"Tubb5","17","tubulin, beta 5 class I [Source:MGI Symbol;Acc:MGI:107812]","brown"
"ENSMUSG00000002032",0.906680447126449,0.222773338003041,"Tmem25","9","transmembrane protein 25 [Source:MGI Symbol;Acc:MGI:1918937]","brown"
"ENSMUSG00000002504",0.820242925948789,0.257475582649179,"Slc9a3r2","17","solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2 [Source:MGI Symbol;Acc:MGI:1890662]","brown"
"ENSMUSG00000002768",0.843525616135864,0.457673897412923,"Mea1","17","male enhanced antigen 1 [Source:MGI Symbol;Acc:MGI:96957]","brown"
"ENSMUSG00000002808",0.816085394380283,0.241803980210304,"Epdr1","13","ependymin related protein 1 (zebrafish) [Source:MGI Symbol;Acc:MGI:2145369]","brown"
"ENSMUSG00000003131",0.874820613974931,0.440387847090823,"Pafah1b2","9","platelet-activating factor acetylhydrolase, isoform 1b, subunit 2 [Source:MGI Symbol;Acc:MGI:108415]","brown"
"ENSMUSG00000005873",0.910252508425244,0.232655336750441,"Reep5","18","receptor accessory protein 5 [Source:MGI Symbol;Acc:MGI:1270152]","brown"
"ENSMUSG00000006941",0.807030125334383,0.225302245551969,"Eif1b","9","eukaryotic translation initiation factor 1B [Source:MGI Symbol;Acc:MGI:1916219]","brown"
"ENSMUSG00000007021",0.823573007916326,0.241623636954056,"Syngr3","17","synaptogyrin 3 [Source:MGI Symbol;Acc:MGI:1341881]","brown"
"ENSMUSG00000008489",0.94364518477885,0.260682497131312,"Elavl2","4","ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B) [Source:MGI Symbol;Acc:MGI:1100887]","brown"
"ENSMUSG00000009090",0.858169585003909,0.358791767184696,"Ap1b1","11","adaptor protein complex AP-1, beta 1 subunit [Source:MGI Symbol;Acc:MGI:1096368]","brown"
"ENSMUSG00000009894",0.890867169382704,0.289184773864896,"Snap47","11","synaptosomal-associated protein, 47 [Source:MGI Symbol;Acc:MGI:1915076]","brown"
"ENSMUSG00000010376",0.812552673313133,0.259339229481443,"Nedd8","14","neural precursor cell expressed, developmentally down-regulated gene 8 [Source:MGI Symbol;Acc:MGI:97301]","brown"
"ENSMUSG00000015961",0.80362170476693,0.249829825181978,"Adss","1","adenylosuccinate synthetase, non muscle [Source:MGI Symbol;Acc:MGI:87948]","brown"
"ENSMUSG00000016541",0.918956621589862,0.396149383723598,"Atxn10","15","ataxin 10 [Source:MGI Symbol;Acc:MGI:1859293]","brown"
"ENSMUSG00000018189",0.882234592479099,0.275889913109757,"Uchl5","1","ubiquitin carboxyl-terminal esterase L5 [Source:MGI Symbol;Acc:MGI:1914848]","brown"
"ENSMUSG00000019923",0.815143100440912,0.476601493816349,"Zwint","10","ZW10 interactor [Source:MGI Symbol;Acc:MGI:1289227]","brown"
"ENSMUSG00000020368",0.847399672355814,0.406421351196092,"Canx","11","calnexin [Source:MGI Symbol;Acc:MGI:88261]","brown"
"ENSMUSG00000020436",0.847994594255215,0.408206334033388,"Gabrg2","11","gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2 [Source:MGI Symbol;Acc:MGI:95623]","brown"
"ENSMUSG00000020720",0.906066041393751,0.410978025609646,"Psmd12","11","proteasome (prosome, macropain) 26S subunit, non-ATPase, 12 [Source:MGI Symbol;Acc:MGI:1914247]","brown"
"ENSMUSG00000021262",0.859368614196282,0.286391522336398,"Evl","12","Ena-vasodilator stimulated phosphoprotein [Source:MGI Symbol;Acc:MGI:1194884]","brown"
"ENSMUSG00000021270",0.903148547249987,0.364297509768538,"Hsp90aa1","12","heat shock protein 90, alpha (cytosolic), class A member 1 [Source:MGI Symbol;Acc:MGI:96250]","brown"
"ENSMUSG00000021366",0.827866942686657,0.457202883160936,"Hivep1","13","human immunodeficiency virus type I enhancer binding protein 1 [Source:MGI Symbol;Acc:MGI:96100]","brown"
"ENSMUSG00000021476",0.886255691293308,0.392835085602398,"Habp4","13","hyaluronic acid binding protein 4 [Source:MGI Symbol;Acc:MGI:1891713]","brown"
"ENSMUSG00000021536",0.8703038422217,0.222858144279974,"Adcy2","13","adenylate cyclase 2 [Source:MGI Symbol;Acc:MGI:99676]","brown"
"ENSMUSG00000021669",0.816153874121406,0.364520136054775,"Col4a3bp","13","collagen, type IV, alpha 3 (Goodpasture antigen) binding protein [Source:MGI Symbol;Acc:MGI:1915268]","brown"
"ENSMUSG00000022013",0.858156537388407,0.416515179705287,"Dnajc15","14","DnaJ heat shock protein family (Hsp40) member C15 [Source:MGI Symbol;Acc:MGI:1913398]","brown"
"ENSMUSG00000022151",0.892107740006838,0.377337265108663,"Ttc33","15","tetratricopeptide repeat domain 33 [Source:MGI Symbol;Acc:MGI:1914765]","brown"
"ENSMUSG00000022295",0.878947916764151,0.275188035195242,"Atp6v1c1","15","ATPase, H+ transporting, lysosomal V1 subunit C1 [Source:MGI Symbol;Acc:MGI:1913585]","brown"
"ENSMUSG00000022307",0.815310921522793,0.211281601139679,"Oxr1","15","oxidation resistance 1 [Source:MGI Symbol;Acc:MGI:2179326]","brown"
"ENSMUSG00000022415",0.878836133187137,0.220681483474999,"Syngr1","15","synaptogyrin 1 [Source:MGI Symbol;Acc:MGI:1328323]","brown"
"ENSMUSG00000022474",0.807402154853738,0.247342512155041,"Pmm1","15","phosphomannomutase 1 [Source:MGI Symbol;Acc:MGI:1353418]","brown"
"ENSMUSG00000022523",0.904509670364781,0.285663168715107,"Fgf12","16","fibroblast growth factor 12 [Source:MGI Symbol;Acc:MGI:109183]","brown"
"ENSMUSG00000022635",0.810083319557762,0.341748363680951,"Zcrb1","15","zinc finger CCHC-type and RNA binding motif 1 [Source:MGI Symbol;Acc:MGI:1914447]","brown"
"ENSMUSG00000022658",0.826815790476198,0.312319980064705,"Tagln3","16","transgelin 3 [Source:MGI Symbol;Acc:MGI:1926784]","brown"
"ENSMUSG00000022789",0.807086589419566,0.311536839868328,"Dnm1l","16","dynamin 1-like [Source:MGI Symbol;Acc:MGI:1921256]","brown"
